rank,Name,team_id,country,score,events
1,Plaid Parliament of Pwning,284,United States,1789.884,35
2,Dragon Sector,3329,Poland,1184.774,38
3,0ops,4419,China,1088.711,35
4,Shellphish,285,United States,1019.307,31
5,!SpamAndHex,5347,Hungary,1015.489,36
6,dcua,762,Ukraine,917.887,55
7,Samurai,1937,United States,786.94,31
8,blue-lotus,1941,China,783.061,24
9,217,5160,"Taiwan, Republic of China",769.19,25
10,Tasteless,604,idk,766.784,37
11,StratumAuhuur,5317,Germany,737.122,28
12,Gallopsled,8902,Denmark,691.339,26
13,HITCON,8299,"Taiwan, Republic of China",642.419,8
14,More Smoked Leet Chicken,1005,Russian Federation,597.41,19
15,0daysober,760,Congo,563.118,16
16,Bushwhackers,586,Russian Federation,559.883,26
17,HackingForSoju,3208,Sweden,525.25,34
18,LC↯BC,15726,Russian Federation,512.599,10
19,hxp,585,idk,506.268,34
20,0x8F,761,idk,478.335,34
21,FluxFingers,551,Germany,473.424,26
22,int3pids,288,Spain,435.219,25
23,KITCTF,7221,Germany,420.115,24
24,TokyoWesterns,12599,Japan,415.731,29
25,Snatch The Root,7016,Poland,410.701,39
26,GoN,1288,"Korea, Republic of",402.081,13
27,BalalaikaCr3w,3257,Russian Federation,381.425,28
28,khack40,12756,France,379.55,39
29,BabyPhD,11767,Viet Nam,355.966,34
30,Rdot.org,339,Russian Federation,349.353,35
31,BambooFox,9871,"Taiwan, Republic of China",340.239,26
32,Legitimate Business Syndicate,9811,United States,340.0,0
33,9447,4854,Australia,338.093,9
34,RPISEC,572,United States,318.831,25
35,Hacknam Style,3192,Belgium,299.192,27
36,CyKOR,369,"Korea, Republic of",298.77,14
37,CLGT,298,Viet Nam,297.228,22
38,dodododo,6434,Japan,296.634,30
39,DEFKOR,16702,United States,295.289,4
40,DatNoobs,11408,Slovakia,289.754,15
41,0x0,6968,Japan,287.39,13
42,binja,9083,Japan,280.803,10
43,SUSlo.PAS,6502,Russian Federation,277.86,26
44,Tower of Hanoi,300,Italy,272.473,17
45,w0pr,1963,idk,265.23,31
46,Eindbazen,322,Netherlands,261.936,19
47,Men in Black Hats,4890,idk,256.731,10
48,ASIS,4140,"Iran, Islamic Republic of",249.33,24
49,penthackon,5348,idk,238.012,11
50,p4,5152,Poland,235.771,19
51,The Cat is #1!!,2538,"Korea, Democratic People's Republic of",232.855,23
52,1064CBread,5320,United States,229.853,13
53,NULL Life,321,idk,229.025,25
54,scryptos,10974,Japan,228.273,29
55,PwnThyBytes,59199,idk,216.946,18
56,MMA,4899,Japan,215.285,7
57,Batman's Kitchen,3135,United States,203.562,36
58,Neg9,303,United States,201.227,18
59,pasten,6965,Israel,200.0,2
60,mongols,6495,Mongolia,193.189,13
61,squareroots,554,Germany,189.375,30
62,"Eat, Sleep, Pwn, Repeat",15712,Germany,184.807,3
63,pollypocket,1157,Belgium,176.651,4
64,0xbadf00d,617,United Kingdom,176.422,19
65,Tracer Tea,560,idk,175.024,3
66,smoke leet everyday,14156,Netherlands,169.234,26
67,DCI-ETS,5349,Canada,168.132,10
