rank,Name,team_id,country,score,events
1,Dragon Sector,3329,Poland,1089.866,25
2,Plaid Parliament of Pwning,284,United States,990.582,39
3,p4,5152,Poland,623.972,58
4,TokyoWesterns,12599,Japan,616.945,39
5,dcua,762,Ukraine,607.838,86
6,0daysober,760,Congo,603.49,15
7,217,5160,"Taiwan, Republic of China",603.342,19
8,Shellphish,285,United States,557.104,35
9,Bushwhackers,586,Russian Federation,548.474,41
10,RPISEC,572,United States,534.892,38
11,CyKOR,369,"Korea, Republic of",527.571,23
12,LC↯BC,15726,Russian Federation,516.578,31
13,"Eat, Sleep, Pwn, Repeat",15712,Germany,501.317,14
14,Tea Deliverers,38838,China,498.513,8
15,mhackeroni,57788,Italy,435.178,7
16,ASIS,4140,"Iran, Islamic Republic of",401.659,54
17,Tasteless,604,idk,400.062,20
18,r3kapig,58979,China,388.066,16
19,binja,9083,Japan,387.022,13
20,hxp,585,idk,386.698,23
21,A*0*E,38901,China,379.255,6
22,HITCON,8299,"Taiwan, Republic of China",374.798,6
23,perfect blue,53802,United States,369.322,42
24,Balsn,16978,"Taiwan, Republic of China",359.248,36
25,Made In MIM,48557,Poland,357.086,27
26,!SpamAndHex,5347,Hungary,356.689,15
27,0ops,4419,China,349.774,22
28,VoidHack,21137,Russian Federation,336.616,64
29,greunion,29976,Greece,333.38,25
30,FluxFingers,551,Germany,330.964,19
31,Sauercloud,54748,Germany,326.283,5
32,saarsec,15337,Germany,316.345,32
33,pasten,6965,Israel,314.537,6
34,Nu1L,19208,China,313.909,12
35,OpenToAll,9135,idk,313.118,71
36,Epic Leet Team,9061,Brazil,311.244,44
37,bi0s,662,India,310.788,60
38,ALLES!,18419,Germany,307.868,25
39,PwnThyBytes,59199,idk,306.425,13
40,NOPS,4056,France,297.297,11
41,Order of the Overflow,56866,idk,282.56,2
42,justCatTheFish,33893,Poland,281.785,52
43,badfirmware,29966,idk,277.773,63
44,STT,34619,Portugal,272.008,32
45,HackerDom,552,Russian Federation,271.174,7
46,Never Stop Exploiting,13575,China,266.582,12
47,NYUSEC,439,United States,265.848,29
48,LosFuzzys,8323,Austria,262.363,30
49,HackingForSoju,3208,Sweden,259.938,29
50,noraneco,12750,Japan,256.883,82
51,******,12592,China,255.406,14
