rank,Name,team_id,country,score,events
1,"Eat, Sleep, Pwn, Repeat",15712,Germany,791.422,29
2,217,5160,"Taiwan, Republic of China",779.694,34
3,Plaid Parliament of Pwning,284,United States,778.036,39
4,Dragon Sector,3329,Poland,722.582,36
5,LC↯BC,15726,Russian Federation,604.858,32
6,TokyoWesterns,12599,Japan,602.455,40
7,CodiSec,26846,Poland,600.547,34
8,Bushwhackers,586,Russian Federation,572.028,46
9,Shellphish,285,United States,558.644,35
10,dcua,762,Ukraine,511.538,72
11,binja,9083,Japan,429.456,19
12,0daysober,760,Congo,425.685,26
13,CyKOR,369,"Korea, Republic of",424.785,19
14,RPISEC,572,United States,424.182,31
15,HITCON,8299,"Taiwan, Republic of China",421.955,9
16,p4,5152,Poland,417.593,49
17,Tasteless,604,idk,397.761,33
18,!SpamAndHex,5347,Hungary,393.183,18
19,Tea Deliverers,38838,China,391.915,7
20,pasten,6965,Israel,372.698,5
21,eee,20634,China,371.683,16
22,ASIS,4140,"Iran, Islamic Republic of",367.059,56
23,hxp,585,idk,356.669,33
24,A*0*E,38901,China,332.37,6
25,Legitimate Business Syndicate,9811,United States,295.301,3
26,0ops,4419,China,276.013,18
27,OpenToAll,9135,idk,272.598,54
28,PwnThyBytes,59199,idk,269.901,13
29,HackerDom,552,Russian Federation,266.372,5
30,HackingForSoju,3208,Sweden,253.557,33
31,DEFKOR,16702,United States,246.88,3
32,KITCTF,7221,Germany,242.173,10
33,Never Stop Exploiting,13575,China,242.151,9
34,Azure Assassin Alliance,4070,China,239.286,25
35,Tower of Hanoi,300,Italy,237.412,27
36,Harekaze,29688,Japan,235.85,70
37,Antichat,826,Russian Federation,233.288,35
38,Epic Leet Team,9061,Brazil,227.565,55
39,FluxFingers,551,Germany,225.122,34
40,HackXore,19216,Morocco,224.115,31
41,scryptos,10974,Japan,224.045,32
42,LosFuzzys,8323,Austria,222.817,31
43,c00kies@venice,1752,Italy,220.823,13
44,sec0d,1787,France,216.138,24
45,noraneco,12750,Japan,213.696,77
46,NULL Life,321,idk,212.867,39
47,SUSlo.PAS,6502,Russian Federation,211.28,17
48,Snatch The Root,7016,Poland,209.306,53
49,WE_0WN_Y0U,1964,Austria,205.757,26
50,Samurai,1937,United States,204.501,20
51,CodeRed,4004,"Korea, Republic of",199.707,12
52,SiBears,557,Russian Federation,198.064,30
53,khack40,12756,France,196.441,40
54,JBZ,31388,Italy,194.326,46
55,ALLES!,18419,Germany,193.883,31
56,InSecurity,11869,France,193.314,43
57,Just Hit the Core,13830,Poland,190.373,42
58,STT,34619,Portugal,185.072,42
59,Pwnium,9062,Tunisia,184.737,32
60,int3pids,288,Spain,184.398,12
61,badfirmware,29966,idk,183.859,57
62,MeePwn,3340,Viet Nam,181.58,24
63,Balsn,16978,"Taiwan, Republic of China",175.189,23
64,Thomas,29549,"Korea, Republic of",172.072,35
65,KaisHack,22025,"Korea, Republic of",171.678,8
66,Batman's Kitchen,3135,United States,171.551,55
67,Lab RATs,10176,United States,168.571,7
68,LeaveCat,24754,"Korea, Republic of",166.776,22
69,Rule110,6969,Norway,165.963,15
70,VoidHack,21137,Russian Federation,163.932,50
71,bi0s,662,India,163.581,38
72,dodododo,6434,Japan,163.296,27
73,0x90r00t,16700,France,161.258,41
74,The Northern Coalition,32119,Canada,160.821,37
75,blackbunny,31371,France,158.991,41
76,saarsec,15337,Germany,152.625,24
77,FireShell,25526,Brazil,152.612,49
78,irGeeks,22866,"Iran, Islamic Republic of",152.09,25
79,Craft n' Capture,29988,Thailand,151.954,16
80,Cykorkinesis,19355,"Korea, Republic of",151.664,2
81,NaruseJun,21252,Japan,149.715,17
82,xSTF,15341,Portugal,146.526,71
83,motesolo,26646,"Korea, Republic of",145.068,8
84,BIZone,32190,Russian Federation,143.366,6
85,pwnies,1816,Denmark,142.216,13
86,BabyPhD,11767,Viet Nam,141.712,30
87,Capture the Swag,13688,Australia,139.35,27
88,securisec,39971,Bangladesh,139.092,23
89,NYUSEC,439,United States,138.719,28
90,No Pwn Intended,32638,Italy,138.457,21
91,KerKerYuan,13605,"Taiwan, Republic of China",135.982,21
92,d4rkc0de,15154,India,135.63,40
93,318br,24500,Brazil,134.643,27
94,w0pr,1963,idk,133.179,32
95,Lights Out,7931,Russian Federation,132.676,16
96,Ox002147,26882,United Kingdom,132.516,20
97,VXRL,326,Hong Kong,129.98,19
98,koreanbadass,34926,"Korea, Republic of",129.292,6
99,Nol3ptr,2524,United States,128.938,31
100,DeliciousHorse,22040,Poland,126.86,15
101,0xbadf00d,617,United Kingdom,125.68,14
102,squareroots,554,Germany,125.207,30
103,greunion,29976,Greece,124.618,21
104,RRR,17625,"Korea, Republic of",123.785,3
