rank,Name,team_id,country,score,events
1,organizers,42934,Switzerland,1511.323,37
2,perfect r00t,176403,idk,1283.824,10
3,Never Stop Exploiting,13575,China,1025.931,19
4,C4T BuT S4D,83435,Russian Federation,1013.462,33
5,Water Paddler,155019,idk,942.923,28
6,Nu1L,19208,China,903.93,31
7,justCatTheFish,33893,Poland,887.498,19
8,Bushwhackers,586,Russian Federation,817.228,24
9,DiceGang,109452,United States,756.228,24
10,kalmarunionen,114856,Denmark,737.25,43
11,Balsn,16978,"Taiwan, Republic of China",730.15,24
12,r3kapig,58979,China,678.281,57
13,thehackerscrew,85618,idk,629.05,69
14,idek,157039,idk,610.623,85
15,⚔️TSJ⚔️,150366,"Taiwan, Republic of China",609.926,45
16,Super Guesser,130817,idk,585.201,35
17,ASIS,4140,"Iran, Islamic Republic of",560.868,15
18,ENOFLAG,1438,Germany,549.284,16
19,RedRocket,48677,Germany,546.932,12
20,Project Sekai,169557,idk,518.648,64
21,p4,5152,Poland,516.499,14
22,FluxFingers,551,Germany,512.491,15
23,pwnthem0le,60467,Italy,509.365,18
24,WreckTheLine,57908,idk,507.893,22
25,Maple Bacon,73723,Canada,489.565,57
26,More Smoked Leet Chicken,1005,Russian Federation,484.996,16
27,0ops,4419,China,481.992,16
28,Azure Assassin Alliance,4070,China,463.513,33
29,Black Bauhinia,83678,Hong Kong,452.785,30
30,Katzebin,141539,China,448.841,8
31,HackingForSoju,3208,Sweden,444.86,15
32,Plaid Parliament of Pwning,284,United States,442.08,26
33,bootplug,81341,Norway,438.004,39
34,ID-10-T,50611,Spain,404.688,20
35,FAUST,550,Germany,392.322,31
36,Shellphish,285,United States,390.171,34
37,Social Engineering Experts,151372,Singapore,390.124,52
38,ISITDTU,8241,Viet Nam,383.317,29
39,t_firmware_section,171020,Israel,373.848,15
40,Zer0Tolerance,168845,Greece,372.628,31
41,Maple Mallard Magistrates,193591,idk,370.405,3
42,Tower of Hanoi,300,Italy,369.506,34
43,zer0pts,54599,Japan,359.369,28
44,The_Duck,198134,idk,358.943,7
45,FaKappa,142772,Russian Federation,358.925,29
46,View Source,175828,United States,351.635,26
47,Nautilus Institute,181536,United States,348.32,2
48,bi0s,662,India,348.005,43
49,SIGPwny,27763,United States,346.02,23
50,purf3ct,151412,Viet Nam,341.834,39
51,ARESx,128734,United States,331.662,52
52,hxp,585,idk,329.955,12
53,saarsec,15337,Germany,322.269,15
54,EPT,119480,Norway,322.017,15
55,Flaggermeister,138067,Spain,319.757,95
56,Srdnlen,83421,Italy,319.254,20
57,fibonhack,117538,Italy,316.712,32
58,u0K++,169824,Viet Nam,314.051,26
59,./Vespiary,80092,Japan,311.902,22
60,NUSHmallows,122289,Singapore,304.197,23
61,TU Delft CTF Team,134822,Netherlands,300.234,16
62,Hackappatoi,140428,Italy,294.567,32
63,KITCTF,7221,Germany,293.373,32
64,Arr3stY0u,176468,China,289.177,78
65,coldboots,144114,Norway,286.295,59
66,SOter14,194091,Tunisia,283.906,15
67,b1c,36439,United States,282.139,8
68,ECSC Team France,159269,France,281.811,12
69,/mnt/ain,152367,Switzerland,280.049,20
70,Dragon Sector,3329,Poland,278.87,16
71,Crusaders of Rust,132628,United States,276.948,9
72,ROIS,6476,China,276.493,35
73,Flag Poisoning,175428,France,272.787,61
74,n03tAck,160810,China,272.372,88
75,Epic Leet Team,9061,Brazil,271.966,27
76,polygl0ts,53791,Switzerland,269.125,11
77,Phish2Own,155691,Germany,267.735,33
78,WE_0WN_Y0U,1964,Austria,267.341,23
79,spookies,57437,Japan,266.619,39
80,b01lers,11464,United States,251.259,24
81,STT,34619,Portugal,250.795,22
82,Hack The Box,136056,United Kingdom,249.0,5
83,CyberSpace,116280,United States,248.627,148
84,s3qu3nc3,157567,Russian Federation,247.324,17
85,flagbot,34878,Switzerland,246.841,17
86,Sauercloud,54748,Germany,245.167,4
87,HackerDom,552,Russian Federation,245.021,3
88,CyberTaskForce Zero,66229,Germany,244.856,22
89,CyKOR,369,"Korea, Republic of",243.864,18
90,Bulba Hackers,105724,Belarus,242.359,28
91,No Pwn Intended,32638,Italy,242.027,14
92,Emu Exploit,160273,Australia,240.401,56
93,RoyalRoppers,176008,Sweden,239.11,27
94,ZH3R0,116018,India,239.021,33
95,InfoSecIITR,16691,India,238.946,70
96,pkucc,116771,China,237.733,13
97,noraneco,12750,Japan,234.508,130
98,Task_Hashed,175900,Tunisia,234.452,64
99,DTRUSH,195787,Russian Federation,234.382,6
100,pwnagaukar,160468,Iceland,233.703,40
101,y011d4,66691,Japan,232.638,21
102,Knightsec,2500,United States,231.936,45
103,The Few Chosen,140885,Romania,229.071,17
104,Liquid Team,141007,Poland,225.801,13
105,Sarmat,185585,Viet Nam,224.386,36
106,SEKTE GADENG,160137,Indonesia,220.985,12
107,OnlyFeet,144644,United States,220.664,102
108,m17m0,167004,Russian Federation,214.988,17
109,Samurai,1937,United States,214.899,15
110,UAC,140846,Portugal,214.888,18
111,perfect blue,53802,United States,212.409,10
112,DragonSec SI,113511,Slovenia,212.02,32
113,xtal,128953,idk,211.242,21
114,OSUSEC,12858,United States,210.551,14
115,Red Knights,139571,India,210.114,52
116,A.k.a.t.s.u.k.i,195153,Viet Nam,205.914,25
117,PLUS,1679,"Korea, Republic of",202.455,22
118,upbhack,57581,Germany,200.235,80
119,EvilBunnyWrote,70203,Russian Federation,199.756,47
120,Brunnerne,155032,Denmark,199.6,33
121,squ1rrel,201730,United States,199.212,16
122,Redbud,20555,China,198.874,12
123,🐧,39539,idk,196.962,13
124,TnomiPho,189723,Netherlands,196.724,39
125,HaverageBhackariEnjoyers,198886,Italy,195.989,7
126,SECCON CTF,11918,Japan,195.8,1
127,Google CTF,23929,idk,195.68,1
128,EDISEC,132405,China,194.645,35
129,DTUHAX,13719,Denmark,194.527,11
130,Blue Hens,64660,United States,191.922,49
131,Radboud Institute of Pwning,128996,Netherlands,191.36,13
132,galhacktic trendsetters,27939,United States,190.94,5
133,xXxpassword123xXx,150404,Switzerland,190.699,28
134,[email protected],189868,"Taiwan, Republic of China",190.535,2
135,MadrHacks,114509,Italy,188.598,16
136,CamelRiders,116033,Israel,187.974,39
137,USTC-NEBULA,168863,China,187.792,14
138,mode13h,73961,Norway,187.474,20
139,ALLES!,18419,Germany,186.433,7
140,pasten,6965,Israel,184.785,2
141,NUSGreyhats,16740,Singapore,183.964,13
142,SNHT,193894,Sweden,182.658,7
143,PwnProphecy,158049,Germany,180.551,69
144,dtl,157017,Russian Federation,180.107,29
145,KCSC,82759,Viet Nam,179.826,52
146,TeamCC,34942,Japan,177.718,48
147,1753c,178287,Poland,177.556,22
