rank,Name,team_id,country,score,events
94,nuitduhack,8186,France,120.0,0
95,BostonKeyParty,3600,United States,120.0,0
96,FAUST,550,Germany,118.957,4
97,Caspian,5318,"Iran, Islamic Republic of",118.713,20
98,NULLify,573,United States,118.44,18
99,disekt,308,United States,117.177,10
100,pollypocket,1157,Belgium,117.01,4
101,PPP1,607,idk,113.333,2
102,Tower of Hanoi,300,Italy,112.848,7
103,0xbadf00d,617,United Kingdom,111.792,9
104,The one team,6545,Russian Federation,111.697,19
105,Spiderz,3818,Morocco,111.251,10
106,Tracer Tea,560,idk,109.153,6
107,vand,359,United States,108.323,3
108,[censored],558,Russian Federation,107.354,14
109,PeterPEN,566,Russian Federation,104.99,17
110,sec0d,1787,France,103.055,19
111,Batman's Kitchen,3135,United States,101.964,13
112,TheGoonies,10288,idk,101.834,10
113,nonbei,7622,Japan,101.761,22
114,PPP2,609,United States,101.25,2
115,ChocolateMakers,603,Italy,100.552,14
116,captchaflag,1329,United States,100.477,9
117,Headump,1411,Russian Federation,98.253,9
118,Fourchette Bombe,1833,Switzerland,97.961,12
119,CyKOR,369,"Korea, Republic of",96.66,7
120,ECX Inc.,3602,United States,96.098,15
121,Routards,283,idk,95.522,2
122,OpenToAll,9135,idk,94.867,13
123,pasten,6965,Israel,94.718,1
124,BambooFox,9871,"Taiwan, Republic of China",93.779,8
125,European Nopsled Team,282,Denmark,93.607,2
126,vuls,7640,Japan,93.261,16
127,ByCode,7916,Belarus,92.732,6
128,CTF-infinit,2754,Japan,92.643,22
129,Traditional Breakfast,7115,Australia,88.442,11
130,Yozik,1445,Russian Federation,88.241,14
131,katagaitai,1957,Japan,88.129,5
132,r3b00+,4882,India,87.284,17
133,HeXA,3039,"Korea, Republic of",85.642,12
134,du1iqvw,8760,idk,84.572,6
135,Hopjesvla,5655,Netherlands,83.353,19
136,GetToDaChoppa,6788,Russian Federation,83.118,15
137,WildRide,386,Russian Federation,82.18,8
138,CRAX,5117,idk,81.786,5
139,NOPS,4056,France,81.022,7
140,VXRL,326,Hong Kong,80.961,8
141,backzogtum,6544,Germany,80.61,11
142,torikabuto,4191,idk,80.075,10
143,hack.ERS,4141,Netherlands,80.0,1
144,CSAW CTF Organizers,2488,United States,80.0,0
145,c00kies@venice,1752,Italy,79.63,3
146,p03p0wn,794,Japan,79.52,19
147,Big-Daddy,310,France,77.235,8
148,wasamusume,3655,Japan,76.727,11
149,SDSLabs,2480,India,75.959,9
150,Pwnium,9062,Tunisia,75.881,8
151,SUSlo.dump,7930,Russian Federation,75.535,4
152,vzh,7525,France,74.307,10
153,Bitnuts,9147,idk,73.976,7
154,leo,2502,Russian Federation,73.178,17
155,tuat_mcc,8795,Japan,72.976,15
156,pumpernikiel,2518,Poland,72.464,9
157,nopple,8245,idk,72.253,7
158,XOROR,3220,Russian Federation,72.202,15
159,peanuts,3598,France,71.399,12
160,DatNoobs,11408,Slovakia,71.199,1
161,rentjong,6491,Indonesia,71.009,13
162,Green Bats,5191,Russian Federation,70.759,9
163,Strawhats,5343,United States,70.526,11
164,dul.ac,4153,Switzerland,70.453,11
165,BeginBazen,1686,Netherlands,68.797,13
166,Zenk-Security,545,France,68.415,9
167,DCI-ETS,5349,Canada,68.218,6
168,0x1337,6724,Tunisia,68.068,16
169,Bits For Everyone,2511,United States,67.947,9
170,ENOCHEAT,8221,idk,67.302,2
171,cyberkastike,5354,United States,66.42,6
172,mongo,8757,idk,66.359,7
173,NarwhalRevEng,366,idk,65.884,7
174,vubar,1353,Netherlands,65.332,4
175,SkullSpace,4138,Canada,64.989,3
176,UscherbGuild,7531,Russian Federation,64.836,14
177,ZenSecurity,3212,Belarus,64.597,13
178,Olaf,7529,"Korea, Republic of",64.437,4
179,fixme,367,Switzerland,63.568,9
180,SomeRandomName,4695,idk,62.638,6
181,0xAWES0ME,9078,Israel,61.974,2
182,r00tiniers,10365,Germany,61.916,6
183,bono,6238,idk,61.912,16
184,mage,5536,Japan,61.894,9
185,Magic Hat,1398,Russian Federation,61.73,9
186,hDs,6787,Jamaica,60.494,8
187,fuzzi3,9816,Japan,60.0,1
188,HackingForChiMac,8904,idk,59.96,3
189,BilkentSec,10263,Turkey,59.387,8
190,Abr1k0s,4354,Russian Federation,59.377,11
191,mau5,5135,Mongolia,59.038,25
192,amn3s1a,8210,Spain,58.672,12
193,gebl,7044,"Iran, Islamic Republic of",58.322,6
194,Destructive Voice,7527,Russian Federation,57.89,8
195,krebs,9156,Germany,56.992,7
196,&#13;,9081,idk,56.979,1
197,uiuctf,5351,idk,56.895,4
198,rm -rf [enter],5185,Viet Nam,56.176,13
199,ACME Pharmaceuticals,1020,idk,56.138,4
200,BONGO,7784,idk,55.593,2
201,Rainbow Pixies of Delight,8905,idk,55.592,1
202,itsgr,3059,Japan,54.828,5
203,JmpOnOverflow,4991,idk,54.448,11
204,Knights of the Lambda Calculus,10281,idk,53.647,2
205,B10S,1294,"Korea, Republic of",53.471,2
206,p4,5152,Poland,53.42,5
207,Friend of Dalvik,7522,idk,53.138,1
208,SU-CTF,5339,"Iran, Islamic Republic of",53.133,1
209,AFiniteNumberOfMonkeys,3139,United Kingdom,52.701,5
210,BotanyBay,7944,idk,52.493,10
211,beollejavi,4856,idk,52.21,1
212,lcmafia,5428,idk,52.178,10
213,vulnhub-ctf,10276,idk,52.145,8
214,EPICLYONS,4049,idk,52.131,8
215,Ad Victoriam,10280,idk,52.032,4
216,r00t,3946,India,51.478,22
217,GNU-E-Ducks,3629,United States,51.419,3
218,okudo3,6999,Japan,51.086,18
219,Lab RATs,10176,United States,50.83,3
220,BCS,6499,Viet Nam,50.539,10
221,Hacking Alpacas,355,United States,50.36,5
222,Dystopian Narwhals,10339,Singapore,50.173,9
223,jinmoteam,11468,idk,50.1,1
224,SECCON CTF,11918,Japan,50.0,0
225,Securimag,900,France,49.98,7
226,LeaveRet,962,"Korea, Republic of",49.804,13
227,petite byte,9926,idk,49.517,4
228,Geek,5178,"Iran, Islamic Republic of",48.806,12
229,standAlone,7742,idk,48.277,3
230,WeLoveCP,1828,United States,48.203,7
231,ITCrowd,6540,Russian Federation,48.064,6
232,keva,2980,Russian Federation,47.258,14
233,CAT-Security,1298,"Korea, Republic of",47.212,4
234,bi0s,662,India,47.012,9
235,LUCKERS,3230,idk,46.999,12
236,Security First,1708,"Korea, Republic of",46.898,5
237,Hexspeak,5297,"Iran, Islamic Republic of",46.715,13
238,Sigma,4952,China,46.474,9
239,Nol3ptr,2524,United States,46.447,13
240,REU,7814,Ukraine,46.023,14
241,G04tzZZ,8890,idk,45.893,11
242,reTEK,5144,Hungary,44.623,9
243,hst.tw,8809,"Taiwan, Republic of China",44.071,7
244,ClevCode Rising,11476,Sweden,44.039,5
245,Rule110,6969,Norway,44.0,2
246,.elite,7791,Netherlands,43.548,6
247,superflip,2600,Japan,43.477,3
248,anesec,520,Italy,43.273,4
249,AsssassiNOPs,7408,idk,42.802,14
250,phdteam,10190,Viet Nam,42.659,4
251,Shell Shocked,7532,United States,42.595,5
252,Without Proper Instructions,5573,United States,42.593,7
253,vn6788,8771,idk,42.45,4
254,OGT,6717,Spain,42.059,7
255,KQCQ,5244,Viet Nam,41.594,13
256,CSG,333,United States,41.11,8
257,BabyPhD,11767,Viet Nam,41.025,5
258,Paravozik,7535,idk,40.672,7
259,Bake Sale,8526,idk,40.244,3
260,WaspNest,9807,United States,40.0,0
261,Zzzzz,10152,Poland,39.832,8
262,v0rt3x,3906,Russian Federation,39.254,4
263,Curiosity,8751,Russian Federation,39.137,9
264,Lobotomy,374,Russian Federation,39.009,3
265,Fedaykin,10928,idk,38.989,7
266,team enu,4894,Japan,38.82,2
267,madhaxers,9856,idk,38.583,3
268,k2701,10254,Russian Federation,38.492,6
269,negainoido,10934,Japan,38.489,5
270,DebugTeam,6924,Poland,38.17,8
271,Cyclopropenylidene,9882,Germany,38.056,4
272,L,11724,China,37.956,5
273,PUMA,4370,idk,37.87,6
274,carepackage,8214,United Kingdom,37.84,7
275,0x90.avi,5379,United States,37.766,6
276,Hackademics,559,Germany,37.76,9
277,chuck14,8933,idk,37.753,11
278,nop-or,10279,idk,37.708,1
279,NIS,7893,Japan,37.589,13
280,vdar,8204,Lithuania,37.498,9
281,Knuffelhackers,7138,Netherlands,37.177,6
282,ForbiddenBITS,599,Tunisia,37.115,4
283,WeAreScientists,2010,Austria,36.916,6
284,rand0ml0l2,8317,Australia,36.67,5
285,CodePink,9084,idk,36.593,1
286,hazard,4012,idk,36.354,6
287,b1n4ry4rms,7993,Kazakhstan,36.237,16
288,Brizz,7934,Russian Federation,36.214,8
289,Hackgyver,3820,France,35.914,8
290,STRONGLAW,11469,Viet Nam,35.844,1
291,dsns,4901,"Taiwan, Republic of China",35.777,5
292,WCSC,315,United States,35.683,6
293,Sexypasta,8223,idk,35.448,6
294,xxx,8014,idk,34.601,4
295,nottoworry,10937,"Taiwan, Republic of China",34.558,5
296,Schrodinger's Nuclear Kittens,6556,idk,34.298,7
297,Some Assembly Required,7633,United States,34.231,11
298,None of your business,7688,idk,34.173,2
299,KoiBastard,4402,Russian Federation,34.158,9
300,SanityHero,1718,idk,34.156,5
301,overflowsec,9819,United States,34.142,7
302,utopia,6392,idk,33.982,10
303,SILLYHAX,7526,idk,33.821,3
304,☠☠☠☠,8909,idk,33.593,1
305,Sea Food,10342,Poland,33.565,5
306,sl0th,8314,idk,33.513,5
307,Котаны,7932,Russian Federation,33.382,2
308,Lost_in_Security,7041,idk,33.187,7
309,Null@Root,3637,"Korea, Republic of",32.783,1
310,ArrBas,5471,United States,32.769,11
311,BS Labs,5360,idk,32.708,2
312,triplex,9086,idk,32.498,1
313,Full Metal Packet,9858,Germany,32.481,3
314,.hack//spartan,10272,United States,32.398,4
315,YetAnotherTeam,7918,Russian Federation,32.306,9
316,YMHC.gz,5169,idk,32.27,6
317,shinh,9873,idk,32.23,4
318,Paranoid Androids,5506,idk,32.136,8
319,Binary Bandits,2658,idk,31.951,1
320,AutoBits,5263,United States,31.669,8
321,Pi Backwards,418,United States,31.595,5
322,Ctrl-PNZ,3167,idk,31.574,3
323,Insanity,812,Spain,31.44,8
324,Pwnladin,6507,Thailand,31.101,9
325,LesTontonsFappeurs,3807,France,31.093,2
326,0ldEur0pe,324,Germany,31.077,1
327,Glimpses of Grandeur,5107,United States,30.909,3
328,Wiremask,10296,France,30.853,7
329,DrOptix,7808,idk,30.787,5
330,Team Smudy,10389,idk,30.725,3
331,omnious,6825,Morocco,30.685,10
332,whatteam,7046,idk,30.672,6
333,b33p,9026,idk,30.597,10
334,AK41s,2337,idk,30.501,5
335,ReallyBalalaikaFoRDot,7029,idk,30.007,1
336,Vesuvius,10901,idk,30.0,1
337,HackingForBeers,7996,idk,29.966,2
338,ISITDTU,8241,Viet Nam,29.893,10
339,XVHHV,8741,Mongolia,29.881,14
340,mochigoma,1958,Japan,29.676,7
341,bkitsec,769,Viet Nam,29.601,11
342,Nightingale,4322,"Iran, Islamic Republic of",29.402,12
343,PTNPNH,11470,idk,29.306,1
344,Rookeyz,7614,United States,29.271,1
345,arcs.doc,9887,"Taiwan, Republic of China",28.886,7
346,Noobs4Win,1413,Russian Federation,28.883,3
347,Vegan Zombies,4926,United States,28.853,8
348,d4rwinb0ts,8736,United States,28.821,5
349,Eaters,10502,idk,28.704,7
350,Hackdumb,3606,France,28.533,7
351,blacksocks,11924,France,28.449,3
352,********,7698,Japan,28.438,7
353,Team Action Kaktus,6997,idk,28.421,10
354,Heap Heap Hooray,9069,idk,28.205,1
355,milkchoco,7145,idk,28.108,4
356,TOEFL Beginner,12137,idk,28.053,1
357,HwayongneedsGirlfriend,9088,idk,27.899,1
358,Kernel Sanders,397,United States,27.836,4
359,blah,503,idk,27.814,6
360,SIGILL,4859,United States,27.758,4
361,GoBack,478,Algeria,27.747,8
362,DC351,6727,Portugal,27.68,4
363,MojoMaster,7538,idk,27.643,6
364,pwnslinger,3325,"Iran, Islamic Republic of",27.417,3
365,IPFactory,11420,Japan,27.413,6
366,Blue-Lotus-B,11931,China,27.347,3
367,Catbug,5537,United States,27.268,5
368,Callipygian Consortium of Cryptography,114056,United States,27.049,3
369,Chez Gladines,7523,idk,27.032,1
370,Free The Mallocs,9879,idk,26.884,3
371,k,11414,idk,26.865,4
372,bonsai,10282,idk,26.836,1
373,DevelopersDevelopersDevelopersDevelopers,7933,idk,26.821,1
375,Unknown,1362,idk,26.454,7
376,fapsec,3588,France,26.21,2
377,ClusterFrack,7520,France,26.151,7
378,SlashDotDash,1418,Russian Federation,25.987,5
379,CureSecure,2676,Japan,25.793,12
380,B1ackTrac3,6351,China,25.641,7
381,Epic Leet Team,9061,Brazil,25.591,6
382,m1z0r3,7694,Japan,25.554,9
383,FluxRookies,2992,Germany,25.46,1
384,L1ght4Freedom,4939,idk,25.454,7
385,Brutewoorse,8297,Germany,25.167,5
386,Toxic Bandits,7981,France,25.011,8
387,STT,34619,Portugal,24.903,3
388,MSTies,9834,United States,24.722,1
389,psuje,8507,Poland,24.651,7
390,Intrusion Injection System,4903,idk,24.607,1
391,dj,5173,idk,24.592,1
392,3j5myuv,11471,idk,24.552,1
393,SubProto,8929,idk,24.505,3
394,PistonsAreBoring,8357,Canada,24.433,5
395,DefHackto,11384,Wallis and Futuna,24.413,7
396,/dev/randoge,8222,idk,24.254,1
397,polysemous,9120,United States,24.241,7
398,n2r,7031,idk,24.181,3
399,decrepitgoats,1482,idk,24.167,4
400,Beagle Harrier,7985,China,23.975,7
401,Church of 0x41414141,9865,Poland,23.908,5
402,alcapwn,553,Germany,23.686,3
403,Keysec,632,France,23.663,4
404,Shine,1633,idk,23.651,5
405,theCamelCasers,10837,idk,23.641,2
406,KUICS,1040,"Korea, Republic of",23.575,3
407,Hypnosec,6521,Australia,23.547,5
408,The DHARMA Initiative,1501,Spain,23.401,15
409,zer0__input,10829,idk,23.228,1
410,Cyber Knights,10283,idk,23.217,1
411,SURCTB,5413,Ukraine,23.213,9
412,Gay Bear Territory,10284,idk,23.206,1
413,Blue-Whale,5140,China,23.122,8
414,Sempf,10902,idk,23.095,1
415,avAtors,1827,idk,23.094,2
416,Alternatives and Guardian,7524,idk,22.823,1
417,YOKARO-MON,2353,Japan,22.816,3
418,10111,4200,idk,22.816,3
419,TheJiSk,10132,Spain,22.689,6
420,B&C,10227,idk,22.444,4
421,omakase,7630,Japan,22.236,8
422,defragmented.brains,325,idk,22.064,2
423,LosFuzzys,8323,Austria,22.027,3
424,SGFk,10199,idk,21.903,10
425,Team Nullspace,6513,idk,21.8,3
426,PolyHack,4166,Canada,21.799,8
427,Kardashians,8312,idk,21.701,3
428,rockosov,1643,idk,21.554,2
429,NeOSuit,7937,idk,21.506,4
430,dickjizztra,6721,"Taiwan, Republic of China",21.505,8
431,Beurs(c)rash,9070,Netherlands,21.368,1
432,Gripwns,8911,idk,21.334,3
433,Mad Hatters,5111,United Kingdom,21.276,2
434,alanlei,9923,Hong Kong,21.259,10
435,n3v,9869,Poland,21.255,6
436,CookieMonsters,6712,Spain,21.126,2
437,ngb,11472,idk,21.124,1
438,Dusters,8403,United States,21.109,5
439,help wanted,7214,idk,21.104,10
440,BigGasWarship,10285,United States,21.085,1
441,PoC,2428,idk,21.05,6
442,HappyBacking,3280,idk,21.031,2
443,No Internet Access,8096,India,20.985,6
444,QBiT,6971,Russian Federation,20.941,6
445,PONG,7882,idk,20.94,1
446,papagom,9025,idk,20.861,5
447,rm-rf,3318,"Iran, Islamic Republic of",20.791,5
448,Cfhax,10903,idk,20.714,1
449,redsky,7137,Viet Nam,20.637,9
450,Digital Intercept,1948,United States,20.599,3
451,Whitehatters Academy,9801,United Kingdom,20.434,4
452,igloosec,8925,idk,20.391,2
453,Magic Koibasta Hat,3168,idk,20.391,1
454,Someone Else's Problem,10830,idk,20.379,1
455,MadProps,3328,India,20.286,1
456,some_usual_team,7565,idk,20.226,6
457,321.ABC,8910,idk,20.167,1
458,qqq,3619,idk,20.137,2
459,b01lers,11464,United States,20.097,5
460,ACME,9884,idk,20.077,2
461,0daysober,760,Congo,20.06,1
462,MalCon CTF,11347,United States,20.0,0
463,Generic Evil CTF Team,10292,Denmark,19.949,3
464,0xdeffbeef,7778,Turkey,19.855,4
465,[blah],4692,France,19.827,1
466,Good Work,6798,Canada,19.798,4
467,ihavenoheart,8284,idk,19.772,8
468,TeamActionKaktus,7960,idk,19.744,7
469,ra,1061,idk,19.743,3
470,PTNPNX,10286,idk,19.688,1
471,LeaveRet_,9090,idk,19.672,1
472,竹田氏,9091,Japan,19.651,1
473,hugeh0ge,10831,idk,19.604,1
474,Dam flud la dusmani,11524,Romania,19.57,5
475,madbat2,4897,idk,19.565,2
476,lesboverflow,3149,idk,19.542,2
477,PwnDa,9158,idk,19.443,2
479,UdSU.FIT,8101,idk,19.267,4
480,pr0v3rbs,4960,"Korea, Republic of",19.235,7
481,evernick,9897,idk,19.202,5
482,REKCAH,9898,"Korea, Republic of",19.196,5
483,LongCat,4425,idk,19.195,2
484,chicken,7229,idk,19.118,2
485,OPT,8381,China,19.054,9
486,EpicTeam,4818,Russian Federation,19.05,8
487,w3b0n3s,350,Spain,19.028,4
488,B2WAR,6405,"Iran, Islamic Republic of",19.025,5
489,:Duurtlang,9071,Netherlands,19.021,1
490,g05u,9256,idk,18.973,2
491,Raelly,10135,United States,18.954,1
492,Sploitz,7038,United States,18.949,3
493,Rex on the Beach,9872,idk,18.941,1
494,tteam,7025,Tunisia,18.908,4
495,HIGIMT,2994,idk,18.902,1
496,suctf,6827,"Iran, Islamic Republic of",18.839,2
497,THIRD-i,10832,idk,18.764,2
498,Follow the Sun,8383,Japan,18.579,6
499,ZAP,7616,Japan,18.514,12
500,U of T White Hat Collective,10269,Canada,18.482,2
501,0xB33r$,6354,Spain,18.455,1
502,loco,7047,idk,18.447,4
503,Ninja_Attack,8015,idk,18.431,1
504,MeterPeterPWN,9072,idk,18.423,2
505,0xn4ch0$,10181,idk,18.407,1
506,Juicers,8913,idk,18.38,3
507,Jambon,7628,France,18.375,5
508,@man,6505,Germany,18.352,3
509,kknock,373,idk,18.341,2
510,BananaExtreme2,2559,idk,18.311,3
511,the dougies,6972,idk,18.296,2
512,Team Merica,10904,idk,18.286,1
513,sanity hero,10287,idk,18.273,1
514,DC21321,10265,Algeria,18.271,3
515,fragged,7030,idk,18.194,1
516,0xFF,3813,idk,18.077,5
517,초보운전,7787,idk,18.071,1
518,hx0r,1849,idk,18.006,2
519,dosette,8226,idk,17.994,4
520,TwoSixNine,295,United States,17.972,3
521,man-db,10337,idk,17.906,5
522,GGG,11381,"Taiwan, Republic of China",17.86,5
523,Yonsei Kroot,7788,idk,17.765,1
524,SEAL,7796,Russian Federation,17.752,2
525,Cyber Defense Action League,2487,United States,17.746,4
526,newheart,7789,"Korea, Republic of",17.743,1
527,xBh,1427,Russian Federation,17.701,2
528,mylilpwnies,7780,United States,17.62,5
529,BitDrammas,10289,idk,17.488,1
530,cool unicode support,10290,idk,17.484,1
531,joker,9258,idk,17.399,9
532,Sapheads,395,idk,17.242,3
533,Hopeless,10396,Canada,17.205,4
534,Duvel,11581,Belgium,17.19,2
535,MTKOM,7558,Norway,17.157,7
536,teamsku,8024,Switzerland,17.133,3
537,PeakChaos,2529,United States,17.094,4
538,The Pacman's Army,11480,Germany,17.03,3
539,National Swag Agency,5426,idk,17.02,4
540,Epic Butter Chicken,8004,India,16.927,3
541,PPP4,5593,idk,16.861,1
542,PPP6,10291,idk,16.858,1
543,-=HQS=-,1414,Russian Federation,16.811,1
544,team name,4190,idk,16.794,1
545,GoSSIP,8016,idk,16.771,1
546,Seductive walrus,11474,idk,16.753,1
547,IngloriousMonkeys,1832,Austria,16.745,2
548,heX,4418,Russian Federation,16.737,1
549,WomenInCyber #2,9073,idk,16.703,1
550,Slackers,4877,idk,16.673,2
551,JJSN,9148,China,16.616,3
552,275o,5812,idk,16.57,12
553,WomenInCyber #1,9074,idk,16.513,1
554,Knights of the Square Table,10253,United Kingdom,16.454,3
555,banbi,7629,Japan,16.422,5
556,moudameda,9137,Japan,16.363,3
557,RPISEC2,8667,United States,16.261,2
558,North Korean Panty Raid,8517,"Korea, Democratic People's Republic of",16.177,6
559,k4ishu,10293,idk,16.172,1
560,jeffery,10294,idk,16.167,1
561,Team sParkle,9881,idk,16.165,4
562,UTSA_Cyber2,10295,idk,16.162,1
563,WizardsOfDos,561,Germany,16.149,5
564,0x80,6994,United States,16.102,4
565,Monster's Banana,9092,idk,16.091,1
567,MokGobJa,7557,idk,16.079,2
568,ctfmafia,10207,idk,16.073,3
569,DUAL_ROT13_DRBG,8912,idk,16.058,1
570,longlivebufferoverflows,8398,idk,16.055,5
571,Kroot,1336,idk,16.017,2
572,Netislava,10833,idk,16.012,1
573,dalbo,518,Russian Federation,15.904,8
574,Crimson Agents,5316,United States,15.765,5
575,Manchurian hacker team,9093,idk,15.738,1
576,Solo_Player,9094,idk,15.684,1
577,marthas,9095,idk,15.672,1
578,수진과 IDLE,9096,idk,15.66,1
579,iguanaHack,9097,idk,15.648,1
580,pwnstars,4113,Norway,15.643,3
581,Darth Vader,9098,idk,15.637,1
582,BioHazard,11592,Morocco,15.634,4
583,Mitchel,3279,idk,15.617,1
584,Sheepfish,6768,idk,15.614,1
585,tak,7453,idk,15.569,4
586,CSIT431,10496,idk,15.552,5
587,aegis,1313,"Korea, Republic of",15.535,3
588,Koibasta Young,8100,Russian Federation,15.494,2
589,m8l8th,7671,idk,15.484,3
590,Spartan Security,5455,United States,15.474,6
591,STD,10297,idk,15.46,1
592,patxaranes,10298,idk,15.453,2
593,The Carrickers,10299,idk,15.449,1
594,george^2,10300,idk,15.38,1
595,team_playerz,3067,idk,15.364,4
596,G Dragon,8308,idk,15.361,1
597,GinVlad,7418,idk,15.312,12
598,UOSec,10318,United States,15.279,3
599,No one knows who I am,7528,idk,15.279,1
600,Black Technology Royal,10131,Hong Kong,15.205,7
601,maf-ia,7889,idk,15.182,2
602,s1i,5847,"Iran, Islamic Republic of",15.148,6
603,TUH,2525,idk,15.146,1
604,TeamBackdoor,11478,idk,15.112,2
605,invader,10185,idk,15.108,3
606,Fantastic Four,4407,idk,15.055,2
607,userk,7650,Germany,15.027,4
608,Firptart,10905,idk,15.0,1
609,DokuDempa,8962,Japan,14.968,4
610,Chez_Gladines,7638,idk,14.964,1
611,Vorpal,5407,idk,14.852,2
612,S.A,8215,Mongolia,14.837,9
613,Team SNE,10351,idk,14.833,3
614,ARGOS,3650,"Korea, Republic of",14.821,3
616,DOLLARS,10834,idk,14.767,1
617,GoneSledding,5422,idk,14.763,1
618,eLoL,8309,idk,14.763,2
619,UNDEFINED BEHAVIOUR,10301,idk,14.753,1
620,KinkyWizards,10027,idk,14.72,5
621,nim4,10927,idk,14.701,1
622,0wl,7059,idk,14.696,5
623,banull,5859,idk,14.667,4
624,Bullshit Security,7084,France,14.66,4
625,BinaryBandits,6512,idk,14.66,3
626,h4cktu5,5559,France,14.65,11
627,scryptos,10974,Japan,14.597,6
628,indo8,7613,Japan,14.538,3
629,prosto_13ya,7936,idk,14.515,2
630,butts,7639,idk,14.514,1
631,73@M7,8979,idk,14.44,4
632,HighFive,965,"Korea, Republic of",14.416,8
633,nsa,7790,Israel,14.416,1
634,Vim Appreciation Society,5361,United States,14.327,3
635,nick,7534,idk,14.301,5
636,Pe@kTeam,3134,"Korea, Republic of",14.298,1
637,OGT_,7792,idk,14.273,1
638,Aquarium,975,Japan,14.248,1
639,hacksum,1936,idk,14.237,1
