rank,Name,team_id,country,score,events
1,💦​,205897,idk,1450.673,18
2,C4T BuT S4D,83435,Russian Federation,1333.859,23
3,kalmarunionen,114856,Denmark,1271.614,54
4,justCatTheFish,33893,Poland,1103.182,26
5,r3kapig,58979,China,904.799,87
6,organizers,42934,Switzerland,812.43,32
7,Never Stop Exploiting,13575,China,811.348,15
8,WreckTheLine,57908,idk,791.363,21
9,SKSD,211952,Indonesia,764.609,31
10,Friendly Maltese Citizens,220769,Malta,750.387,15
11,thehackerscrew,85618,idk,745.39,69
12,Project Sekai,169557,idk,744.756,34
13,idek,157039,idk,723.827,45
14,More Smoked Leet Chicken,1005,Russian Federation,670.814,22
15,ENOFLAG,1438,Germany,633.752,29
16,FluxFingers,551,Germany,628.729,22
17,Maple Mallard Magistrates,193591,idk,626.439,5
18,Black Bauhinia,83678,Hong Kong,625.458,33
19,0ops,4419,China,609.11,22
20,Super Guesser,130817,idk,589.673,26
21,Balsn,16978,"Taiwan, Republic of China",575.764,22
22,pwnthem0le,60467,Italy,575.096,16
23,Bushwhackers,586,Russian Federation,556.497,23
24,Nu1L,19208,China,550.766,19
25,RedRocket,48677,Germany,545.663,16
26,TeamItaly,193832,Italy,538.085,7
27,The Flat Network Society,87434,France,536.445,47
28,DiceGang,109452,United States,531.934,17
29,about:blankets,208552,Italy,531.63,11
30,ASIS,4140,"Iran, Islamic Republic of",530.33,14
31,796f75,190991,idk,518.679,30
32,hxp,585,idk,509.535,19
33,View Source,175828,United States,501.914,13
34,Tower of Hanoi,300,Italy,498.086,32
35,MadrHacks,114509,Italy,490.283,25
36,Azure Assassin Alliance,4070,China,482.569,36
37,KITCTF,7221,Germany,477.306,31
38,./Vespiary,80092,Japan,460.878,22
39,Plaid Parliament of Pwning,284,United States,449.527,37
40,Water Paddler,155019,idk,446.157,13
41,ISITDTU,8241,Viet Nam,440.576,54
42,les amateurs,166729,United States,433.651,22
43,Social Engineering Experts,151372,Singapore,429.668,33
44,Zer0Tolerance,168845,Greece,427.078,35
45,EPT,119480,Norway,422.804,13
46,bi0s,662,India,421.711,55
47,Srdnlen,83421,Italy,421.397,27
48,TokyoWesterns,12599,Japan,417.104,14
49,CyKOR,369,"Korea, Republic of",408.558,23
50,saarsec,15337,Germany,408.474,9
51,Maple Bacon,73723,Canada,385.444,40
52,RedHazzarTeam,186788,Russian Federation,383.232,42
53,fibonhack,117538,Italy,381.876,27
54,coldboots,144114,Norway,381.04,67
55,BKISC,195811,Viet Nam,380.66,102
56,ARESx,128734,United States,378.963,51
57,NUSHmallows,122289,Singapore,376.565,17
58,The Council of Sheep,221828,Viet Nam,375.243,30
59,dtl,157017,Russian Federation,365.001,23
60,PFS,86357,United States,361.5,40
61,L3ak,220336,idk,361.436,40
62,LosFuzzys,8323,Austria,361.018,53
63,HackingForSoju,3208,Sweden,358.787,6
64,mhackeroni,57788,Italy,357.547,10
65,CyberTaskForce Zero,66229,Germany,356.401,32
66,A.k.a.t.s.u.k.i,195153,Viet Nam,352.544,54
67,HackerDom,552,Russian Federation,349.884,5
68,Sauercloud,54748,Germany,349.518,5
69,CVE2K9,214211,idk,345.297,51
70,TRX,46516,Italy,340.754,34
71,FAUST,550,Germany,336.92,14
72,The Few Chosen,140885,Romania,334.709,32
73,TCP1P,187248,Indonesia,331.064,75
74,Dragon Sector,3329,Poland,329.842,13
75,${cystick},264915,"Taiwan, Republic of China",328.065,8
76,polygl0ts,53791,Switzerland,323.396,16
77,Omsk_Hackers,212482,Russian Federation,320.702,29
78,b01lers,11464,United States,319.718,37
79,Flag Poisoning,175428,France,316.886,45
80,pwnagaukar,160468,Iceland,316.444,30
81,STT,34619,Portugal,312.238,21
82,p4,5152,Poland,309.968,9
83,TheRoundTable,194346,Viet Nam,309.881,50
84,SPRAVEDLIVAЯ RUSH A,76463,Russian Federation,309.262,10
85,/mnt/ain,152367,Switzerland,308.531,16
86,PBR | UCLA,186494,United States,304.744,31
87,Brunnerne,155032,Denmark,304.325,35
88,The_Duck,198134,idk,304.25,6
89,ierae,224122,Japan,301.427,9
90,SECCON CTF,11918,Japan,300.0,5
91,BinaryBears,36281,Russian Federation,298.226,38
92,CyberHero,130070,Serbia,295.319,35
93,SNHT,193894,Sweden,295.205,12
94,Shellphish,285,United States,294.957,23
95,cr3.mov,242101,idk,294.56,45
96,0xL4ugh,132776,Egypt,294.211,29
97,Czech Cyber Team,65727,Czech Republic,293.964,11
98,DeadSec,19339,Jordan,293.87,45
99,FR13NDS TEAM,155678,Kazakhstan,293.816,66
100,P1G_BuT_S4D,268242,idk,293.106,5
101,CyberSpace,116280,United States,292.884,138
102,polyflag,112451,Switzerland,291.455,7
103,Emu Exploit,160273,Australia,290.261,45
104,spookies,57437,Japan,287.591,24
105,Ireland without the RE,179144,Ireland,287.458,74
106,Weak But Leet,149848,idk,283.784,65
107,SIGPwny,27763,United States,282.13,15
108,CubeMastery,168744,United States,281.913,22
109,bootplug,81341,Norway,279.958,31
110,ALLES!,18419,Germany,276.992,9
111,ECSC TeamNL 2023,250507,Netherlands,276.82,6
112,RoyalRoppers,176008,Sweden,276.072,17
113,54e2952a4f049a4d8f11740c0ca852d6,241182,Spain,273.916,15
114,noraneco,12750,Japan,273.433,108
115,KCSC,82759,Viet Nam,271.975,54
116,ECSCTeamGreece,196172,Greece,271.815,14
117,Hexagon,37820,France,264.535,18
118,RumbleInTheJungle,182472,Norway,262.673,52
119,NUSGreyhats,16740,Singapore,262.221,9
120,KerKerYuan,13605,"Taiwan, Republic of China",258.079,81
121,IQ-toppene,109611,Norway,256.601,40
122,Flaggermeister,138067,Spain,255.366,55
123,cat :flag_kr:,238578,"Korea, Republic of",253.827,8
124,Phish Paprikaš,229332,Croatia,249.566,22
125,HITCON,8299,"Taiwan, Republic of China",249.5,2
126,Spotless,90774,Netherlands,249.083,14
127,Call of Duty,233492,"Korea, Republic of",249.03,7
128,VolgaCTF.org,27094,Russian Federation,248.66,2
129,KebabEngineers,221496,Sweden,248.265,18
130,Blue Hens,64660,United States,247.133,40
131,L.A.R.P.,269755,Germany,243.812,13
132,wolvsec,83621,United States,242.418,34
133,InfoSecIITR,16691,India,241.007,80
134,Norske Nøkkelsnikere,222749,Norway,240.863,36
135,born2scan,73973,Italy,236.207,26
136,WE_0WN_Y0U,1964,Austria,233.526,30
137,smiley-from-telega,193650,Russian Federation,230.709,14
138,".;,;.",222911,United States,230.49,5
139,mode13h,73961,Norway,229.661,23
140,u0K++,169824,Viet Nam,228.676,4
141,PHREAKS 2600,200877,France,228.516,27
142,EvilBunnyWrote,70203,Russian Federation,225.996,40
143,xXxpassword123xXx,150404,Switzerland,224.014,54
144,S1uM4i,224936,China,223.637,10
145,Nero-Hero,216115,Jordan,223.076,63
146,upbhack,57581,Germany,222.955,40
147,Nautilus Institute,181536,United States,221.74,2
148,UMDCSEC,87711,United States,218.95,12
149,ECSC Team France,159269,France,218.636,9
150,OSUSEC,12858,United States,217.756,22
151,Rubi di Cubrik,168156,Italy,217.259,38
152,HCS,70159,Indonesia,216.145,48
153,Hackappatoi,140428,Italy,215.319,26
154,Squid Proxy Lovers,222966,United States,215.119,17
155,XA21,212552,France,213.632,42
156,TPC,222485,Japan,211.025,37
157,FaKappa,142772,Russian Federation,210.433,17
158,youtiaos,194864,Singapore,209.782,24
159,*0xA,268941,China,209.558,4
160,perfect blue,53802,United States,209.519,7
161,kks,32621,Russian Federation,208.975,20
162,Redbud,20555,China,207.468,14
163,HgbSec,59175,Austria,207.096,18
164,BreakPoint,20531,Turkey,206.81,22
165,SU,29641,China,204.799,21
166,Fruit Ninja (gay),212191,Svalbard and Jan Mayen,203.737,7
167,Liquid Team,141007,Poland,203.711,9
168,SavedByTheShell,78233,United States,203.286,26
169,Th3_Order_Of_th3_pH0en1x,149880,Greece,200.73,34
170,IUT GENESIS,175924,Bangladesh,200.379,14
171,FlagMotori,222060,"Iran, Islamic Republic of",200.038,42
172,purf3ct,151412,Viet Nam,199.775,16
173,Sloppy Joe Pirates,121216,United States,199.673,61
174,h4tum,113083,Germany,199.539,11
175,Google CTF,23929,idk,199.48,1
176,1/0,212987,India,197.796,28
177,IrisSec,127034,United States,196.825,8
178,SuperDiceCode,222838,idk,194.189,3
179,dcua,762,Ukraine,193.763,59
180,EmergencyBucket,206787,United States,191.554,40
181,FITSEC,65296,United States,189.957,35
182,Drovosec,210132,Russian Federation,189.491,14
