rank,Name,team_id,country,score,events
1,dcua,762,Ukraine,1642.737,65
2,Dragon Sector,3329,Poland,1437.373,45
3,Plaid Parliament of Pwning,284,United States,1422.257,32
4,LC↯BC,15726,Russian Federation,1421.614,37
5,p4,5152,Poland,1137.648,55
6,217,5160,"Taiwan, Republic of China",1100.86,39
7,TokyoWesterns,12599,Japan,882.902,37
8,Tasteless,604,idk,876.176,33
9,0daysober,760,Congo,851.16,26
10,"Eat, Sleep, Pwn, Repeat",15712,Germany,777.079,14
11,Shellphish,285,United States,776.691,28
12,ASIS,4140,"Iran, Islamic Republic of",754.366,43
13,Bushwhackers,586,Russian Federation,682.985,39
14,!SpamAndHex,5347,Hungary,619.78,34
15,Samurai,1937,United States,615.919,40
16,HITCON,8299,"Taiwan, Republic of China",601.209,7
17,int3pids,288,Spain,573.93,29
18,khack40,12756,France,530.211,48
19,scryptos,10974,Japan,529.772,40
20,Snatch The Root,7016,Poland,515.654,50
21,hxp,585,idk,494.758,35
22,b1o0p,23279,China,482.315,6
23,BabyPhD,11767,Viet Nam,479.942,39
24,OpenToAll,9135,idk,466.938,51
25,0ops,4419,China,466.411,20
26,binja,9083,Japan,438.926,11
27,PwnThyBytes,59199,idk,406.701,19
28,Batman's Kitchen,3135,United States,403.309,51
29,DeliciousHorse,22040,Poland,395.318,32
30,0x90r00t,16700,France,386.36,48
31,BambooFox,9871,"Taiwan, Republic of China",360.044,27
32,w0pr,1963,idk,357.764,39
33,Antichat,826,Russian Federation,348.686,35
34,WE_0WN_Y0U,1964,Austria,337.437,26
35,DEFKOR,16702,United States,337.335,4
36,CodiSec,26846,Poland,333.582,22
37,LosFuzzys,8323,Austria,332.951,28
38,KaisHack,22025,"Korea, Republic of",326.653,9
39,HackingForSoju,3208,Sweden,321.249,28
40,9447,4854,Australia,320.834,13
41,ISITDTU,8241,Viet Nam,313.448,49
42,Capture the Swag,13688,Australia,304.409,35
43,ALLES!,18419,Germany,303.464,38
44,FluxFingers,551,Germany,299.936,26
45,Legitimate Business Syndicate,9811,United States,292.4,0
46,Fourchette Bombe,1833,Switzerland,290.633,33
47,pasten,6965,Israel,285.165,3
48,dodododo,6434,Japan,283.804,29
49,Balsn,16978,"Taiwan, Republic of China",273.185,25
50,CLGT,298,Viet Nam,268.9,22
51,TheGoonies,10288,idk,262.067,40
52,LeaveCat,24754,"Korea, Republic of",257.593,26
53,RPISEC,572,United States,255.725,24
54,Epic Leet Team,9061,Brazil,252.817,35
55,noraneco,12750,Japan,252.276,51
56,Mammon Machine,18383,United States,251.969,28
57,saarsec,15337,Germany,251.032,17
58,CyKOR,369,"Korea, Republic of",248.478,9
59,Rdot.org,339,Russian Federation,243.644,21
60,STT,34619,Portugal,238.78,27
61,Just Hit the Core,13830,Poland,232.362,37
62,irGeeks,22866,"Iran, Islamic Republic of",230.461,27
63,MV9rwGOf08,3170,idk,228.935,50
64,HackerDom,552,Russian Federation,222.885,1
65,KITCTF,7221,Germany,218.812,21
66,Lab RATs,10176,United States,210.075,10
67,GoN,1288,"Korea, Republic of",204.808,14
68,MeePwn,3340,Viet Nam,195.89,20
69,0xbadf00d,617,United Kingdom,195.654,17
70,Pwnium,9062,Tunisia,195.646,18
71,Tower of Hanoi,300,Italy,194.275,23
72,Raccoons,21656,Poland,192.711,39
73,SUSlo.PAS,6502,Russian Federation,189.413,18
74,squareroots,554,Germany,188.007,31
75,bi0s,662,India,186.258,34
76,eee,20634,China,185.336,6
77,Hacknam Style,3192,Belgium,175.076,25
78,PiggyBird,3184,Viet Nam,172.474,18
79,omakase,7630,Japan,171.556,33
80,0x8F,761,idk,170.158,23
81,Insanity,812,Spain,166.347,34
82,xil.se,21671,Sweden,163.618,28
83,Cykorkinesis,19355,"Korea, Republic of",161.528,3
84,HackXore,19216,Morocco,158.015,27
85,SU-CTF,5339,"Iran, Islamic Republic of",156.96,0
86,StratumAuhuur,5317,Germany,156.869,20
87,d4rkc0de,15154,India,156.584,25
88,ChocolateMakers,603,Italy,156.122,16
89,du1iqvw,8760,idk,155.25,22
90,Bits For Everyone,2511,United States,153.876,28
91,SiBears,557,Russian Federation,153.406,23
92,Gallopsled,8902,Denmark,152.944,11
93,smoke leet everyday,14156,Netherlands,152.825,39
94,Rule110,6969,Norway,152.32,10
95,Shady Hats,21853,Poland,152.097,33
96,xSTF,15341,Portugal,149.941,37
97,b01lers,11464,United States,148.965,25
98,FAUST,550,Germany,148.26,24
99,Jr.ReverseLab,17121,idk,144.793,8
100,ENOFLAG,1438,Germany,143.029,15
101,c00kies@venice,1752,Italy,140.021,9
102,blue-lotus,1941,China,139.537,6
103,Magic Hat,1398,Russian Federation,136.125,38
104,FlappyPig,12692,idk,136.075,12
105,m1z0r3,7694,Japan,135.988,23
106,NULL Life,321,idk,135.28,12
107,Bornova Merkez,23832,idk,135.243,5
108,Invulnerable,17336,Russian Federation,135.049,28
109,Hexpresso,4434,France,135.021,22
110,BTeam,16789,Viet Nam,134.9,0
111,DCI-ETS,5349,Canada,134.39,13
112,Neg9,303,United States,133.156,8
113,Never Stop Exploiting,13575,China,131.221,10
114,cyberkastike,5354,United States,131.086,17
115,galhacktic trendsetters,27939,United States,131.038,11
116,Knightsec,2500,United States,129.418,26
117,.elite,7791,Netherlands,128.536,20
118,ascii overflow,15360,United States,125.691,17
119,PLUS,1679,"Korea, Republic of",124.647,16
120,defragmented.brains,325,idk,122.249,14
121,CTF-infinit,2754,Japan,120.191,38
122,BostonKeyParty,3600,United States,120.0,0
123,tmtz,27515,Russian Federation,117.215,20
124,Pandemic,26291,Spain,116.723,17
125,1064CBread,5320,United States,111.936,10
126,Nu1L,19208,China,110.999,13
127,Dystopian Narwhals,10339,Singapore,110.488,21
128,Cyclopropenylidene,9882,Germany,104.425,4
129,dust,15392,idk,104.203,16
130,farmingsimulator2015,22586,"Korea, Democratic People's Republic of",103.163,23
131,******,12592,China,102.656,12
132,Contagion,152691,United States,102.291,16
133,Destructive Voice,7527,Russian Federation,101.869,10
134,nuitduhack,8186,France,101.72,0
135,pwnpeii,21300,India,101.454,13
136,CSAW CTF Organizers,2488,United States,99.22,0
137,CatChamber,30972,idk,97.711,4
138,Azure Assassin Alliance,4070,China,96.003,13
139,SwissMadeSecurity,15554,Switzerland,94.449,16
140,CodeRed,4004,"Korea, Republic of",94.43,7
141,Koibasta,496,Russian Federation,94.412,21
142,InSecurity,11869,France,93.83,18
143,undefined,2698,idk,93.405,16
144,forx,17325,"Taiwan, Republic of China",91.755,17
145,318br,24500,Brazil,91.232,12
146,PKTeam,14354,Spain,91.065,21
147,Vidar-Team,8211,China,91.054,18
148,0xffa,8306,idk,90.572,1
149,blackbunny,31371,France,90.151,9
150,NYUSEC,439,United States,89.8,17
151,Honeypot,405,Russian Federation,88.358,26
152,Lights Out,7931,Russian Federation,88.005,11
153,Bono_iPad,12794,Belgium,87.558,18
154,Beers4Flags,28324,France,85.704,20
155,duks,22358,Switzerland,83.769,10
156,NUSGreyhats,16740,Singapore,82.54,16
157,EpicTeam,4818,Russian Federation,82.377,18
158,TSG,16088,Japan,81.918,10
159,pwnspiracy,19800,Morocco,81.353,14
160,Robot Mafia,292,idk,81.215,5
161,SDSLabs,2480,India,80.458,4
162,CInsects,4051,Germany,80.189,7
163,Eindbazen,322,Netherlands,79.896,4
164,Craft n' Capture,29988,Thailand,79.54,6
165,WizardsOfDos,561,Germany,79.452,7
166,pwnies,1816,Denmark,79.376,3
167,hanto,20541,United States,79.374,22
168,No Internet Access,8096,India,78.723,20
169,atx2600,15170,United States,78.301,16
170,pony7,20769,France,78.276,14
171,Securimag,900,France,77.445,15
172,Ox002147,26882,United Kingdom,77.382,5
173,REU,7814,Ukraine,76.656,24
174,UCCU,9971,"Taiwan, Republic of China",76.028,26
175,BreakPoint,20531,Turkey,75.472,27
176,Trend Micro,16963,Japan,75.34,0
177,CorpOfHack,21684,idk,75.088,30
178,PPP1,607,idk,74.436,2
179,magnum,13274,idk,73.998,7
180,ByteBandits,13691,India,73.8,32
181,JohnDoe,8115,Ukraine,73.72,21
182,Shadow Cats,4710,United States,72.677,21
183,CCSIR.org,9831,Romania,72.5,0
184,SpyDer,26389,India,72.375,20
185,Lilac,15163,China,72.188,17
186,SHARK,13680,China,71.704,18
187,BalalaikaCr3w,3257,Russian Federation,70.885,9
188,taurus,17296,Japan,69.846,39
189,efiens,14322,Viet Nam,69.77,26
190,Espacio,22038,Russian Federation,69.606,26
191,yonghwi,29518,idk,69.578,8
192,BITSkrieg,22310,India,67.437,34
193,AsssassiNOPs,7408,idk,67.366,16
194,NIS,7893,Japan,67.286,38
195,RingZer0 Team,7550,idk,67.153,16
196,noTeamName,25785,United States,65.502,20
197,DuRaRaRa!!,14394,idk,64.712,6
198,True0xA3,30550,Russian Federation,64.258,7
199,amn3s1a,8210,Spain,63.83,14
200,LSE,757,France,62.995,11
201,RooterX,1434,Russian Federation,62.85,12
202,P_TE,22304,France,62.272,20
203,dqi,15081,Netherlands,62.199,17
204,hAIXer,12823,Germany,62.172,37
205,tomcr00se,5162,United States,62.165,3
206,1up,11598,Mongolia,61.534,30
207,kopipacket,21875,Singapore,61.188,12
208,v0rt3x,3906,Russian Federation,61.021,18
209,InfoSecIITR,16691,India,60.743,15
210,uiuctf,5351,idk,60.32,14
211,SECCON CTF,11918,Japan,60.0,0
212,distcc,21169,Singapore,59.674,14
213,Routards,283,idk,59.601,2
214,Sw1ssFr13nds,23905,Switzerland,59.326,15
215,HackCat,12190,"Korea, Republic of",58.595,18
216,KaSec,17328,idk,58.539,4
217,RATF{Rage Against The Flag},26657,Brazil,58.178,18
218,b0tch_sec,22863,United States,57.927,21
219,Delusions of Grandeur,446,United States,57.512,17
220,PENSIUN | DFCI | SUKSMA,17043,Indonesia,57.489,39
221,0xc0ffee,20766,Norway,57.131,22
222,sec0d,1787,France,56.881,6
223,SA@FiT,30973,idk,56.765,4
224,0xBU,22064,United States,56.631,20
