rank,Name,team_id,country,score,events
1,perfect blue,53802,United States,1409.969,31
2,organizers,42934,Switzerland,1173.314,25
3,Super Guesser,130817,idk,1036.95,47
4,Balsn,16978,"Taiwan, Republic of China",1010.773,30
5,DiceGang,109452,United States,951.334,24
6,More Smoked Leet Chicken,1005,Russian Federation,882.482,29
7,Plaid Parliament of Pwning,284,United States,802.532,25
8,Never Stop Exploiting,13575,China,794.366,23
9,Bushwhackers,586,Russian Federation,794.002,31
10,Nu1L,19208,China,776.762,23
11,hxp,585,idk,664.576,25
12,r3kapig,58979,China,660.153,29
13,Katzebin,141539,China,630.029,7
14,Dragon Sector,3329,Poland,621.18,22
15,kalmarunionen,114856,Denmark,616.862,70
16,zer0pts,54599,Japan,587.611,54
17,C4T BuT S4D,83435,Russian Federation,587.159,39
18,0ops,4419,China,558.055,24
19,justCatTheFish,33893,Poland,542.611,13
20,p4,5152,Poland,537.076,15
21,The Flat Network Society,87434,France,503.731,28
22,Black Bauhinia,83678,Hong Kong,495.414,39
23,Epic Leet Team,9061,Brazil,488.496,27
24,thehackerscrew,85618,idk,486.238,93
25,HackingForSoju,3208,Sweden,476.783,34
26,Tea Deliverers,38838,China,472.554,6
27,RedRocket,48677,Germany,459.917,25
28,bootplug,81341,Norway,455.795,63
29,bi0s,662,India,454.902,59
30,pasten,6965,Israel,433.766,6
31,idek,157039,idk,433.708,61
32,WreckTheLine,57908,idk,433.443,31
33,FAUST,550,Germany,420.776,34
34,flagbot,34878,Switzerland,408.721,16
35,ENOFLAG,1438,Germany,407.218,20
36,DarkArmy,26569,India,404.042,92
37,./Vespiary,80092,Japan,403.759,27
38,ASIS,4140,"Iran, Islamic Republic of",381.616,4
39,Shellphish,285,United States,374.193,36
40,warlock_rootx,75661,India,357.88,45
41,pwnthem0le,60467,Italy,353.876,19
42,Order of the Overflow,56866,idk,351.84,2
43,Crusaders of Rust,132628,United States,343.899,16
44,greunion,29976,Greece,338.699,21
45,c0r3dump,65521,Hungary,324.668,21
46,saarsec,15337,Germany,321.22,11
47,Maple Bacon,73723,Canada,316.424,56
48,ALLES!,18419,Germany,311.514,15
49,ID-10-T,50611,Spain,310.584,16
50,AntiBuddies,142751,Russian Federation,310.497,53
51,FluxFingers,551,Germany,310.167,5
52,SEKTE GADENG,160137,Indonesia,308.089,26
53,K3RN3L4RMY,142217,United States,302.878,73
54,STT,34619,Portugal,297.773,30
55,uuunderflow,151367,idk,291.05,5
56,AmpunBangJago,142189,Indonesia,290.124,21
57,the3000,110885,idk,286.768,26
58,ISITDTU,8241,Viet Nam,286.752,34
59,Samurai,1937,United States,286.494,19
60,PFS,86357,United States,285.189,17
61,ARESx,128734,United States,285.144,58
62,Synacktiv,156507,France,284.429,6
63,ZH3R0,116018,India,277.428,61
64,coldboots,144114,Norway,271.277,67
65,Water Paddler,155019,idk,268.206,7
66,InfoSecIITR,16691,India,266.308,52
67,KUDoS,71813,Japan,264.418,47
68,RootMeUpBeforeYouGoGo,132008,France,263.021,31
69,BIT CRIMINALS,151727,India,262.818,53
70,DragonSec SI,113511,Slovenia,258.749,27
71,mode13h,73961,Norway,258.461,30
72,OSUSEC,12858,United States,258.431,17
73,TokyoWesterns,12599,Japan,254.451,16
74,W&M,54666,China,249.803,11
75,Knightsec,2500,United States,249.649,34
76,s3qu3nc3,157567,Russian Federation,249.363,37
77,Bulba Hackers,105724,Belarus,245.912,24
78,Hack The Box,136056,United Kingdom,243.3,5
79,Srdnlen,83421,Italy,243.201,25
80,b01lers,11464,United States,242.421,26
81,TSG,16088,Japan,241.942,20
82,Tower of Hanoi,300,Italy,241.364,22
83,Redbud,20555,China,239.079,10
84,SIGPwny,27763,United States,238.626,20
85,StarBugs,152239,idk,237.001,3
86,IrisSec,127034,United States,235.077,19
87,HgbSec,59175,Austria,232.589,20
88,redpwn,59759,United States,232.137,6
89,TRX,46516,Italy,231.995,26
90,Fword,72251,Tunisia,231.591,34
91,scriptohio,144581,United States,228.231,15
92,SPRAVEDLIVAЯ RUSH A,76463,Russian Federation,228.05,25
93,r00timentary,32783,United States,221.128,7
94,ROIS,6476,China,219.109,14
95,Ph0t1n1a,55197,China,218.119,25
96,NUSHmallows,122289,Singapore,216.768,27
97,Azure Assassin Alliance,4070,China,216.491,32
98,Goburin',111613,"Taiwan, Republic of China",216.089,11
99,noraneco,12750,Japan,214.899,128
100,Sp33d_0f_T1m3,132803,Viet Nam,214.304,36
101,Scavenger Security,140026,Spain,212.585,44
102,Flaggermeister,138067,Spain,210.807,97
103,skateboarding dog,140575,Australia,209.943,23
