rank,Name,team_id,country,score,events
1,Plaid Parliament of Pwning,284,United States,536.453,0
2,Leet More,3,Russian Federation,455.836,0
3,Hates Irony,279,United States,398.345,0
4,FluxFingers,551,Germany,390.23,0
5,sutegoma2,280,Japan,379.898,0
6,Eindbazen,322,Netherlands,348.455,0
7,disekt,308,United States,323.771,0
8,int3pids,288,Spain,304.515,0
9,C.o.P,347,France,294.557,0
10,European Nopsled Team,282,Denmark,260.702,0
11,PLUS,1679,"Korea, Republic of",256.0,0
12,CLGT,298,Viet Nam,238.035,0
13,HackingForSoju,3208,Sweden,237.75,0
14,Big-Daddy,310,France,228.708,0
15,Rdot.org,339,Russian Federation,227.891,0
16,GoN,1288,"Korea, Republic of",222.512,0
17,Smoked Chicken,2,Russian Federation,218.372,0
18,FAUST,550,Germany,216.822,0
19,Routards,283,idk,215.614,0
20,lollersk8ers,281,idk,209.123,0
21,IV,1006,Russian Federation,207.456,0
22,HackerDom,552,Russian Federation,185.887,0
23,0ldEur0pe,324,Germany,180.94,0
24,shell-storm,319,France,179.714,0
25,Shellphish,285,United States,171.564,0
26,VelociROPtors,286,idk,166.805,0
27,RPISEC,572,United States,166.559,0
28,ENOFLAG,1438,Germany,161.405,0
29,WE_0WN_Y0U,1964,Austria,160.0,0
30,bobsleigh,1110,idk,160.0,0
31,gn00bz,302,idk,158.329,0
32,ACME Pharmaceuticals,1020,idk,155.107,0
33,NULL Life,321,idk,154.755,0
34,MiT,1,Russian Federation,149.011,0
35,Tower of Hanoi,300,Italy,148.724,0
36,SSH,312,Russian Federation,147.878,0
37,CISSP Groupies,314,Canada,145.689,0
38,ChocolateMakers,603,Italy,145.103,0
39,PlayTronics,294,idk,142.985,0
40,PPP_CMU,1678,"Taiwan, Republic of China",140.0,0
41,WCSC,315,United States,138.491,0
42,EpicFail,1019,United States,130.666,0
43,Lobotomy,374,Russian Federation,129.779,0
44,SiBears,557,Russian Federation,126.455,0
45,CCCAC,555,Germany,124.679,0
46,More Smoked Leet Chicken,1005,Russian Federation,116.114,0
47,c00kies@venice,1752,Italy,114.929,0
48,BTF4CTF,571,Ukraine,113.995,0
49,Delusions of Grandeur,446,United States,113.82,0
50,Hackademics,559,Germany,108.867,0
51,PainSec,341,idk,108.739,0
52,defragmented.brains,325,idk,106.997,0
53,Honeypot,405,Russian Federation,106.478,0
54,CSG,333,United States,105.44,0
55,[censored],558,Russian Federation,99.612,0
56,Neg9,303,United States,96.258,0
57,WildRide,386,Russian Federation,95.628,0
58,Bushwhackers,586,Russian Federation,95.414,0
59,ufologists,469,Russian Federation,95.086,0
60,alcapwn,553,Germany,94.651,0
61,PeterPEN,566,Russian Federation,93.581,0
62,Ring0,583,Denmark,91.808,0
63,Zenk-Security,545,France,90.87,0
64,Robot Mafia,292,idk,89.32,0
65,fangAflaggaN,1444,Sweden,87.521,0
66,squareroots,554,Germany,86.32,0
67,One-Eyed Jack,393,idk,85.446,0
68,Kernel Sanders,397,United States,82.034,0
69,Sur3x5F,304,idk,80.63,0
70,NYUSEC,439,United States,79.056,0
71,six men came to kill me one time,287,idk,76.667,0
72,NULLify,573,United States,75.423,0
73,WOWHACKER,291,idk,73.81,0
74,WizardsOfDos,561,Germany,72.545,0
75,Littlenuns,589,idk,72.236,0
76,(*)(*),293,idk,71.162,0
